"Breve Descrizione","Gruppo","Sala","Ora Inizio","Ora Fine","Durata","Descrizione completa","Corrispondenza","Creato da","Tipo di prenotazione","Stato dell'approvazione","Docente","E' un esame?","Corso di Studi","Ultima Modifica"
"Consiglio di Dipartimento","Aule","Portatile 4","15:00:00 - mercoledì 17 febbraio 2016","19:00:00 - mercoledì 17 febbraio 2016","4 ore","","Altro","pr520001","Prenotazione","Approvato","Vinti Gianluca","No","Altro","10:32:11 - martedì 16 febbraio 2016"
"continuazione esame orale del 17","Aule","B3","09:00:00 - giovedì 18 febbraio 2016","12:00:00 - giovedì 18 febbraio 2016","3 ore","aggiornamento orali del 17 se non sufficiente l'orario","CdS interno del Dipartimento","rv470001","Prenotazione","Approvato","Vincenti Rita","No","Matematica I Anno","08:54:06 - lunedì 08 febbraio 2016"
"Geometria II","Aule","C2","09:00:00 - giovedì 18 febbraio 2016","14:00:00 - giovedì 18 febbraio 2016","5 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Caterino Alessandro","Yes","Matematica","12:17:14 - lunedì 15 febbraio 2016"
"Lauree Informatica","Aule","Sala Riunioni","09:00:00 - giovedì 18 febbraio 2016","19:00:00 - giovedì 18 febbraio 2016","10 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Carpi Arturo","No","Informatica","16:14:32 - martedì 24 novembre 2015"
"uso didattico","Aule","NB20","09:00:00 - giovedì 18 febbraio 2016","19:00:00 - giovedì 18 febbraio 2016","10 ore","","CdS interno del Dipartimento","rz690001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","12:02:05 - venerdì 26 febbraio 2016"
"Laurea Informatica","Aule","Portatile 4","09:00:00 - giovedì 18 febbraio 2016","19:00:00 - giovedì 18 febbraio 2016","10 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Carpi Arturo","No","Informatica","13:29:00 - martedì 24 novembre 2015"
"Esercitazione","Aule","Aula Gialla","10:00:00 - giovedì 18 febbraio 2016","16:00:00 - giovedì 18 febbraio 2016","6 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","11:38:15 - giovedì 18 febbraio 2016"
"Riunione - Commissione Ricerca","Aule","B3","15:00:00 - giovedì 18 febbraio 2016","19:00:00 - giovedì 18 febbraio 2016","4 ore","","Altro","mg710001","Prenotazione","Approvato","Massimo Giulietti","No","Altro","07:19:07 - mercoledì 17 febbraio 2016"
"prova scritta Matematica per le Applicazioni","Aule","A0","09:00:00 - venerdì 19 febbraio 2016","12:00:00 - venerdì 19 febbraio 2016","3 ore","prova scritta Analisi Matematica III","CdS interno del Dipartimento","rf690001","Prenotazione","Approvato","Salvatori Maria Cesarina","Yes","Matematica I Anno","09:26:44 - giovedì 18 febbraio 2016"
"Matematica - Prova scritta di Analisi Matematica II","Aule","A2","09:00:00 - venerdì 19 febbraio 2016","13:00:00 - venerdì 19 febbraio 2016","4 ore","Prova scritta di Analisi Matematica II (c.l. in Triennale in Matematica - ","CdS interno del Dipartimento","tc590001","Prenotazione","Approvato","Cardinali Tiziana","Yes","Matematica","13:47:58 - mercoledì 18 novembre 2015"
"orientamento","Aule","NB19","09:00:00 - venerdì 19 febbraio 2016","19:00:00 - venerdì 19 febbraio 2016","10 ore","","Altro","mg710001","Prenotazione","Approvato","Baioletti Marco","No","Informatica I Anno","15:24:27 - mercoledì 17 febbraio 2016"
"uso didattico","Aule","NB20","09:00:00 - venerdì 19 febbraio 2016","19:00:00 - venerdì 19 febbraio 2016","10 ore","","CdS interno del Dipartimento","rz690001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","12:02:05 - venerdì 26 febbraio 2016"
"Logopedia-Scienze Politiche-Odontoiatria","Aule","Aula Gialla","10:00:00 - venerdì 19 febbraio 2016","12:00:00 - venerdì 19 febbraio 2016","2 ore","","Altro","ae610001","Prenotazione","Approvato","Bistarelli Stefano","No","Altro","12:23:55 - giovedì 20 agosto 2015"
"Logopedia-Scienze Politiche-Odontoiatria","Aule","Aula Verde","10:00:00 - venerdì 19 febbraio 2016","12:00:00 - venerdì 19 febbraio 2016","2 ore","","Altro","ae610001","Prenotazione","Approvato","Bistarelli Stefano","No","Altro","12:23:55 - giovedì 20 agosto 2015"
"Seminario Scientifico","Aule","Sala Riunioni","11:00:00 - venerdì 19 febbraio 2016","13:00:00 - venerdì 19 febbraio 2016","2 ore","Seminario scientifico Prof. Liflyand","Altro","la760001","Prenotazione","Approvato","Laura Angeloni","No","Altro","13:27:49 - mercoledì 03 febbraio 2016"
"Lezione per Dottorato","Aule","Aula Gialla","12:00:00 - venerdì 19 febbraio 2016","16:00:00 - venerdì 19 febbraio 2016","4 ore","progettazione modelli geometrici","Altro","eu560001","Prenotazione","Approvato","Emanuela Ughi","No","Altro","11:10:43 - venerdì 05 febbraio 2016"
"esame FISICA I","Aule","B1","14:00:00 - venerdì 19 febbraio 2016","16:00:00 - venerdì 19 febbraio 2016","2 ore","prova scritta - 2 ore
Ultimo appello AA. 2014-2015","Altro","mp740106","Prenotazione","Approvato","Marie Plazanet","Yes","Matematica I Anno","12:18:43 - lunedì 15 febbraio 2016"
"Basi di dati e Sistemi Informativi con laboratorio","Aule","Aula Verde","14:00:00 - venerdì 19 febbraio 2016","19:00:00 - venerdì 19 febbraio 2016","5 ore","Parte di laboratorio","CdS interno del Dipartimento","rg760001","Prenotazione","Approvato","Gentilini Raffaella","Yes","Informatica","19:12:32 - domenica 17 gennaio 2016"
"Ufficio Tecnico","Aule","A3","09:00:00 - lunedì 22 febbraio 2016","14:00:00 - lunedì 22 febbraio 2016","5 ore","","Altro","ae610001","Prenotazione","Approvato","Lavori e Amplificazione","No","Altro","12:00:23 - mercoledì 17 febbraio 2016"
"Orientamento","Aule","NB19","09:00:00 - lunedì 22 febbraio 2016","19:00:00 - giovedì 25 febbraio 2016","82 ore","","Altro","ae610001","Prenotazione","Approvato","Pallottelli Simonetta","No","Altro","11:39:26 - lunedì 22 febbraio 2016"
"uso didattico","Aule","NB20","09:00:00 - lunedì 22 febbraio 2016","19:00:00 - lunedì 22 febbraio 2016","10 ore","","CdS interno del Dipartimento","rz690001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","12:02:05 - venerdì 26 febbraio 2016"
"Prova Laureanda","Aule","Sala Riunioni","11:00:00 - lunedì 22 febbraio 2016","12:00:00 - lunedì 22 febbraio 2016","1 ore","","Altro","db850001","Prenotazione","Approvato","Bartoli Daniele","No","Altro","11:13:46 - lunedì 22 febbraio 2016"
"Appuntamento frantoio","Aule","Sala Riunioni","12:00:00 - lunedì 22 febbraio 2016","14:00:00 - lunedì 22 febbraio 2016","2 ore","ore 12:30-14:00","Altro","pr520001","Prenotazione","Approvato","Bistarelli Stefano","No","Altro","17:40:55 - giovedì 11 febbraio 2016"
"Geometria IV e Istituzioni di Matematica","Aule","A3","14:00:00 - lunedì 22 febbraio 2016","18:00:00 - lunedì 22 febbraio 2016","4 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Ciccoli Nicola","Yes","Matematica III Anno","11:59:33 - mercoledì 17 febbraio 2016"
"APPLAB","Aule","Aula Gialla","16:00:00 - lunedì 22 febbraio 2016","19:00:00 - lunedì 22 febbraio 2016","3 ore","","Altro","pr520001","Prenotazione","Approvato","Bistarelli Stefano","No","Altro","10:28:05 - mercoledì 17 febbraio 2016"
"Matematica Discreta - Modulo II","Aule","A2","09:00:00 - martedì 23 febbraio 2016","13:00:00 - martedì 23 febbraio 2016","4 ore","Prova scritta","CdS interno del Dipartimento","gf670002","Prenotazione","Approvato","Fatabbi Giuliana","Yes","Informatica I Anno","13:05:04 - martedì 19 gennaio 2016"
"Fisica Matematica II","Aule","B3","09:00:00 - martedì 23 febbraio 2016","17:00:00 - martedì 23 febbraio 2016","8 ore","Esami Fisica Matematica II","Altro","sd500002","Prenotazione","Approvato","De Lillo Silvana","Yes","Matematica Magistrale I Anno","07:04:42 - martedì 19 gennaio 2016"
"Analisi Matematica I","Aule","C2","09:00:00 - martedì 23 febbraio 2016","13:00:00 - martedì 23 febbraio 2016","4 ore","Prova Orale","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Brandi Primo","Yes","Matematica","08:34:01 - giovedì 11 febbraio 2016"
"Architettura reti","Aule","Aula Verde","09:00:00 - martedì 23 febbraio 2016","12:00:00 - martedì 23 febbraio 2016","3 ore","Esame","CdS interno del Dipartimento","og570001","Prenotazione","Approvato","Gervasi Osvaldo","Yes","Informatica III Anno","11:23:35 - mercoledì 23 dicembre 2015"
"uso didattico","Aule","NB20","09:00:00 - martedì 23 febbraio 2016","19:00:00 - martedì 23 febbraio 2016","10 ore","","CdS interno del Dipartimento","rz690001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","12:02:05 - venerdì 26 febbraio 2016"
"Esame scritto Calcolo Probabilità e Statistica Matematica","Aule","Aula Gialla","10:00:00 - martedì 23 febbraio 2016","12:00:00 - martedì 23 febbraio 2016","2 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Coletti Giulianella","Yes","Matematica","15:33:10 - lunedì 01 febbraio 2016"
"Seminario Dipartimentale - Prof. Natalini","Aule","A3","12:00:00 - martedì 23 febbraio 2016","15:00:00 - martedì 23 febbraio 2016","3 ore","","Altro","pr520001","Prenotazione","Approvato","Vinti Gianluca","No","Altro","13:06:08 - martedì 19 gennaio 2016"
"Seminario Dipartimentale - Prof. Natalini","Aule","Portatile 4","12:00:00 - martedì 23 febbraio 2016","15:00:00 - martedì 23 febbraio 2016","3 ore","","Altro","pr520001","Prenotazione","Approvato","Vinti Gianluca","No","Altro","13:06:08 - martedì 19 gennaio 2016"
"Esame scritto Calcolo Probabilità e Statistica Matematica","Aule","A0","14:00:00 - martedì 23 febbraio 2016","19:00:00 - martedì 23 febbraio 2016","5 ore","Esame scritto del corso di Calcolo delle probabilità e Statistica Matematica","CdS interno del Dipartimento","gc480003","Prenotazione","Approvato","G. Coletti","Yes","Informatica II Anno","15:32:11 - lunedì 01 febbraio 2016"
"Ricevimento -Esercitazione calcolo numerico","Aule","C2","14:00:00 - martedì 23 febbraio 2016","19:00:00 - martedì 23 febbraio 2016","5 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Iannazzo Bruno","No","Informatica","14:37:37 - martedì 23 febbraio 2016"
"Esame","Aule","A2","15:00:00 - martedì 23 febbraio 2016","18:00:00 - martedì 23 febbraio 2016","3 ore","","CdS interno del Dipartimento","mg710001","Prenotazione","Approvato","Giulietti Massimo","Yes","Informatica I Anno","07:04:21 - martedì 16 febbraio 2016"
"Prova Scritta Matematica Discreta","Aule","A3","15:00:00 - martedì 23 febbraio 2016","18:00:00 - martedì 23 febbraio 2016","3 ore","","CdS interno del Dipartimento","mg710001","Prenotazione","Approvato","Giulietti Massimo","Yes","Informatica I Anno","11:13:59 - lunedì 22 febbraio 2016"
"Prova Tesi","Aule","Sala Riunioni","15:00:00 - martedì 23 febbraio 2016","17:00:00 - martedì 23 febbraio 2016","2 ore","","Altro","ig670001","Prenotazione","Approvato","Gerace Ivan","No","Matematica","16:38:14 - lunedì 22 febbraio 2016"
"Esami di Analisi Matematica II Fisica ed Elementi di Matematica Attività di Prot","Aule","A0","09:00:00 - mercoledì 24 febbraio 2016","13:00:00 - mercoledì 24 febbraio 2016","4 ore","Esami di Analisi Matematica II Fisica ed Elementi di Matematica Attività di Protezione Civile","Altro","ev660001","Prenotazione","Approvato","Vitillaro Enzo","Yes","Altro","10:45:28 - venerdì 08 gennaio 2016"
"prova scritta Matematica per le Applicazioni","Aule","A2","09:00:00 - mercoledì 24 febbraio 2016","12:00:00 - mercoledì 24 febbraio 2016","3 ore","prova scritta Matematica per le Applicazioni Canale B per biotecnologie","Altro","rf690001","Prenotazione","Approvato","Filippucci Roberta","Yes","Altro","13:31:27 - giovedì 07 gennaio 2016"
"Intervento tecnico infissi","Aule","A3","09:00:00 - mercoledì 24 febbraio 2016","19:00:00 - mercoledì 24 febbraio 2016","10 ore","","Altro","ae610001","Prenotazione","Approvato","Ufficio Tecnico","No","Altro","12:29:45 - lunedì 22 febbraio 2016"
"Algebra I","Aule","B3","09:00:00 - mercoledì 24 febbraio 2016","15:00:00 - mercoledì 24 febbraio 2016","6 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Buratti Marco","Yes","Matematica I Anno","13:28:37 - martedì 23 febbraio 2016"
"Geometria II","Aule","C2","09:00:00 - mercoledì 24 febbraio 2016","18:00:00 - mercoledì 24 febbraio 2016","9 ore","esami orali","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Caterino Alessandro","Yes","Matematica","12:18:28 - lunedì 15 febbraio 2016"
"seminario tesi","Aule","Sala Riunioni","09:00:00 - mercoledì 24 febbraio 2016","11:00:00 - mercoledì 24 febbraio 2016","2 ore","seminario tesi","CdS interno del Dipartimento","rf690001","Prenotazione","Approvato","Filippucci Roberta","No","Matematica","08:17:16 - mercoledì 24 febbraio 2016"
"uso didattico","Aule","NB20","09:00:00 - mercoledì 24 febbraio 2016","19:00:00 - mercoledì 24 febbraio 2016","10 ore","","CdS interno del Dipartimento","rz690001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","12:02:05 - venerdì 26 febbraio 2016"
"seminario tesi","Aule","Portatile 4","09:00:00 - mercoledì 24 febbraio 2016","11:00:00 - mercoledì 24 febbraio 2016","2 ore","seminario tesi","CdS interno del Dipartimento","rf690001","Prenotazione","Approvato","Filippucci Roberta","No","Matematica","08:17:16 - mercoledì 24 febbraio 2016"
"Inc","Aule","B1","10:00:00 - mercoledì 24 febbraio 2016","12:00:00 - mercoledì 24 febbraio 2016","2 ore","","Altro","st600001","Prenotazione","Approvato","Tasso Sergio","No","Informatica","11:12:51 - venerdì 19 febbraio 2016"
"Stage","Aule","Sala Riunioni","12:00:00 - mercoledì 24 febbraio 2016","14:00:00 - mercoledì 24 febbraio 2016","2 ore","","Altro","af680003","Prenotazione","Approvato","Formisano Andrea","No","Informatica","08:17:34 - mercoledì 24 febbraio 2016"
"Stage","Aule","Portatile 4","12:00:00 - mercoledì 24 febbraio 2016","14:00:00 - mercoledì 24 febbraio 2016","2 ore","","Altro","af680003","Prenotazione","Approvato","Formisano Andrea","No","Informatica","08:17:34 - mercoledì 24 febbraio 2016"
"C.d.S. - Scienze della Formazione -Laboratorio Didattica della Matematica","Aule","A0","14:00:00 - mercoledì 24 febbraio 2016","16:00:00 - mercoledì 24 febbraio 2016","2 ore","","Altro","ae610001","Prenotazione","Approvato","Coletti Giulianella","No","Altro","11:19:45 - lunedì 22 febbraio 2016"
"Algebra I","Aule","B1","15:00:00 - mercoledì 24 febbraio 2016","19:00:00 - mercoledì 24 febbraio 2016","4 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Buratti Marco","Yes","Matematica I Anno","13:29:09 - martedì 23 febbraio 2016"
"esami di geometria (cl fisica)","Aule","B3","15:00:00 - mercoledì 24 febbraio 2016","19:00:00 - mercoledì 24 febbraio 2016","4 ore","","Altro","pz490001","Prenotazione","Approvato","Paolo Zappa","No","Altro","09:55:46 - martedì 23 febbraio 2016"
"Biotecnologie - canale B","Aule","A2","09:00:00 - giovedì 25 febbraio 2016","13:00:00 - giovedì 25 febbraio 2016","4 ore","","Altro","ae610001","Prenotazione","Approvato","Filippucci Roberta","No","Altro","12:26:09 - giovedì 20 agosto 2015"
"Algebra I","Aule","B3","09:00:00 - giovedì 25 febbraio 2016","19:00:00 - giovedì 25 febbraio 2016","10 ore","","CdS interno del Dipartimento","pr520001","Prenotazione","Approvato","Buratti Marco","Yes","Matematica I Anno","09:55:08 - giovedì 25 febbraio 2016"
"Esami di geometria (cl Fisica)","Aule","C2","09:00:00 - giovedì 25 febbraio 2016","19:00:00 - giovedì 25 febbraio 2016","10 ore","","Altro","pz490001","Prenotazione","Approvato","Paolo Zappa","Yes","Altro","09:55:44 - martedì 23 febbraio 2016"
"Lauree Matematica","Aule","Sala Riunioni","09:00:00 - giovedì 25 febbraio 2016","15:00:00 - giovedì 25 febbraio 2016","6 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Pucci Patrizia","No","Matematica","15:04:47 - lunedì 22 febbraio 2016"
"_Chiuso Per Mautenzione","Aule","Aula Gialla","09:00:00 - giovedì 25 febbraio 2016","19:00:00 - giovedì 25 febbraio 2016","10 ore","Montaggio Infissi Aula Gialla","Altro","ws740001","Prenotazione","Approvato","_","No","Altro","08:05:56 - giovedì 25 febbraio 2016"
"_Chiuso Per Mautenzione","Aule","Aula Verde","09:00:00 - giovedì 25 febbraio 2016","19:00:00 - giovedì 25 febbraio 2016","10 ore","Montaggio Infissi Aula Gialla","Altro","ws740001","Prenotazione","Approvato","_","No","Altro","08:05:22 - giovedì 25 febbraio 2016"
"uso didattico","Aule","NB20","09:00:00 - giovedì 25 febbraio 2016","19:00:00 - giovedì 25 febbraio 2016","10 ore","","CdS interno del Dipartimento","rz690001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","12:02:05 - venerdì 26 febbraio 2016"
"Lauree Matematica","Aule","Portatile 4","09:00:00 - giovedì 25 febbraio 2016","15:00:00 - giovedì 25 febbraio 2016","6 ore","","CdS interno del Dipartimento","ae610001","Prenotazione","Approvato","Pucci Patrizia","No","Matematica","15:31:32 - lunedì 22 febbraio 2016"
"Realtà Virtuale","Aule","A0","10:00:00 - giovedì 25 febbraio 2016","13:00:00 - giovedì 25 febbraio 2016","3 ore","Incontro con studenti Capitini","Altro","pr520001","Prenotazione","Approvato","Gervasi Osvaldo","No","Altro","13:33:28 - lunedì 08 febbraio 2016"
"Realtà Virtuale","Aule","Aula C3","10:00:00 - giovedì 25 febbraio 2016","13:00:00 - giovedì 25 febbraio 2016","3 ore","Incontro con studenti Capitini","Altro","pr520001","Prenotazione","Approvato","Gervasi Osvaldo","No","Altro","11:34:09 - lunedì 25 gennaio 2016"
"Riunione INdAM","Aule","Sala Riunioni","15:00:00 - giovedì 25 febbraio 2016","17:00:00 - giovedì 25 febbraio 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Vinti Gianluca","No","Altro","15:32:07 - lunedì 22 febbraio 2016"
"Riunione INdAM","Aule","Portatile 4","15:00:00 - giovedì 25 febbraio 2016","17:00:00 - giovedì 25 febbraio 2016","2 ore","","Altro","pr520001","Prenotazione","Approvato","Vinti Gianluca","No","Altro","15:32:08 - lunedì 22 febbraio 2016"
"Ricerca","Aule","Aula C3","16:00:00 - giovedì 25 febbraio 2016","18:00:00 - giovedì 25 febbraio 2016","2 ore","","CdS interno del Dipartimento","ws740001","Prenotazione","Approvato","Bistarelli Stefano","No","Informatica","13:50:34 - lunedì 22 febbraio 2016"
